dataset_identifier;federated_dataset;title;description;themes;keywords;license;language;timezone;modified;data_processed;metadata_processed;publisher;reference;attributions;created;issued;creator;contributor;contact_name;contact_email;accrual_periodicity;spatial;temporal;granularity;data_quality;publisher_type;conforms_to;temporal_coverage_start_date;temporal_coverage_end_date;rights;rml_mapping;publizierende_organisation;geodaten_modellbeschreibung;tags;number_of_records;size_of_records_in_the_dataset_in_bytes;reuse_count;api_call_count;download_count;attachments_download_count;file_fields_download_count;popularity_score;visibility_domain_or_restricted;published;publishing_properties;update_frequency;domain0;access_rights;relation;url_dataset
100230;False;Gebäude (Gebäude- und Wohnungsregister GWR);"Gebäude gemäss Gebäude- und Wohnungsregister (GWR). <br><br>Ein Gebäude ist ein auf Dauer angelegter, mit einem Dach versehener, mit dem Boden fest verbundener Bau, der Personen aufnehmen kann und zu Wohnzwecken oder Zwecken der Arbeit, der Ausbildung, der Kultur, des Sports oder jeglicher anderer menschlicher Tätigkeit dient; ein Doppel-, Gruppen- und Reihenhaus zählt ebenfalls als ein Gebäude, wenn es einen eigenen Zugang von aussen hat und wenn zwischen den Gebäuden eine senkrechte vom Erdgeschoss bis zum Dach reichende tragende Trennmauer besteht.<br><br>Weitere Einzelheiten zur Erfassung von Gebäuden sind hier nachzulesen: <a href=""https://www.housing-stat.ch/files/1754-2300.pdf"" target=""_blank"">https://www.housing-stat.ch/files/1754-2300.pdf (Weisung zur Erfassung der Gebäude in der amtlichen Vermessung (AV) und im Gebäude- und Wohnungsregister (GWR)) </a><br><br>Einen Überblick über die im Register geführten Merkmal gibt folgendes Dokument: <a href=""https://www.housing-stat.ch/files/881-2200.pdf"" target=""_blank"">https://www.housing-stat.ch/files/881-2200.pdf (Merkmalskatalog 4.2)</a> bzw. online unter <a href=""https://www.housing-stat.ch/de/help/42.html"" target=""_blank"">https://www.housing-stat.ch/de/help/42.html (Online-Merkmalskatalog 4.2)</a><br><br>Die rechtliche Grundlage stellt die entsprechende eidgenössische Gesetzgebung dar: <a href=""https://www.fedlex.admin.ch/eli/cc/2017/376/de"" target=""_blank"">https://www.fedlex.admin.ch/eli/cc/2017/376/de (Verordnung über das eidgenössische Gebäude- und Wohnungsregister (VGWR))</a><br><br>";Bau- und Wohnungswesen;Adresse,Wohnung,Gebäude,Wohnen,EGRID;CC BY;de;;2025-06-29T03:26:23+02:00;2025-06-29T03:26:23+02:00;2025-06-29T03:26:23+02:00;Statistisches Amt;https://statistik.bs.ch/;;2022-09-23;2022-11-24;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;32247;25260650;0;62079;7406;0;0;12.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100230
100232;False;Wohnungen (Gebäude- und Wohnungsregister GWR);"Wohnungen gemäss Gebäude- und Wohnungsregister (GWR). <br><br>Eine Wohnung ist eine Gesamtheit von Räumen, die für eine Wohnnutzung geeignet sind, eine bauliche Einheit bilden, einen Zugang entweder von aussen oder von einem gemeinsam mit anderen Wohnungen genutzten Bereich innerhalb des Gebäudes haben, über eine Kocheinrichtung (oder mindestens der technischen Installation für den Einbau einer Kocheinrichtung) verfügen und keine Fahrnis darstellen.<br><br>Einen Überblick über die im Register geführten Merkmal gibt folgendes Dokument: <a href=""https://www.housing-stat.ch/files/881-2200.pdf"" target=""_blank"">https://www.housing-stat.ch/files/881-2200.pdf (Merkmalskatalog 4.2)</a> bzw. online unter <a href=""https://www.housing-stat.ch/de/help/42.html"" target=""_blank"">https://www.housing-stat.ch/de/help/42.html (Online-Merkmalskatalog 4.2)</a><br><br>Die rechtliche Grundlage stellt die entsprechende eidgenössische Gesetzgebung dar: <a href=""https://www.fedlex.admin.ch/eli/cc/2017/376/de"" target=""_blank"">https://www.fedlex.admin.ch/eli/cc/2017/376/de (Verordnung über das eidgenössische Gebäude- und Wohnungsregister (VGWR))</a><br><br>";Bau- und Wohnungswesen;Adresse,Wohnung,Gebäude,Wohnen,Wohnungsnummer,AWN,EWID;CC BY;de;;2025-06-29T03:26:58+02:00;2025-06-29T03:26:58+02:00;2025-06-29T03:26:58+02:00;Statistisches Amt;https://statistik.bs.ch/;;2022-09-23;2022-11-24;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;125361;13225065;1;60144;6881;0;0;13.4;domain;True;;;;;;https://data.bs.ch/explore/dataset/100232
100202;False;Zuordnung von Parzellen auf Statistische Raumeinheiten;Zuordnung von Liegenschaften und Allmendparzellen auf Statistische Raumeinheiten (Wohnviertel, Bezirk, Block). Zur Methodik: Von jeder Parzelle wird ein Mittelpunkt berechnet (Zentroid), und mit der Geometrie der statistischen Raumeinheiten verschnitten. Falls ein Parzellenmittelpunkt auf eine Grenze zwischen mehreren Raumeinheiten zu liegen kommt, so wird die Parzelle all diesen Raumeinheiten zugeordnet (es entstehen dadurch pro Parzelle mehrere Zeilen im Datensatz). Parzellen auf dem Rhein werden keiner statistischen Raumeinheit zugeordnet.;Bau- und Wohnungswesen;Administrative Einheit,Bezirk,Grundeigentum,Liegenschaft,Wohnviertel,Block;CC BY;de;;2025-04-28T10:28:49+02:00;2025-04-28T10:28:49+02:00;2025-06-29T01:01:47+02:00;Statistisches Amt;;;2022-09-19;2022-10-03;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;24380;4959774;0;24540;5586;0;0;9.1;domain;True;;;;;;https://data.bs.ch/explore/dataset/100202
100229;False;Kantonale Abstimmungen;"Dieser Datensatz zeigt die Resultate der Volksabstimmungen im Kanton Basel-Stadt seit 1875. Die Daten vor 1921 wurden von <a href=""https://baselvotes.ch/"" target=""_blank"">baselvotes (https://baselvotes.ch)</a> zur Verfügung gestellt. Seit 1921 basieren die Daten auf den Statistischen Jahrbüchern. Für jede Abstimmungsvorlage sind alle amtlich publizierten Kennzahlen zum Schlussresultat ausgewiesen.<br><br>Zusätzlich sind alle Vorlagen inhaltlich dem hauptsächlich betroffenen Politikbereich zugeordnet. Die Zuteilung erfolgt auf Basis der Einteilung des Bundesamtes für Statistik, die im eidgenössischen Abstimmungsdatensatz der Datenplattform <a '="""" href=""https://swissvotes.ch/votes"" target=""_blank"">swissvotes (https://swissvotes.ch/votes)</a> des Instituts für Politikwissenschaft der Universität Bern verwendet wird.";Politik;Abstimmung,Stimmbeteiligung,Volksinitiative,Referendum,Grossratsbeschluss,Abstimungsergebnis,Stichfrage,Gegenvorschlag,Brieflich Wählende,Stimmberechtigte,Stimmzettel,Gültige Stimmen;CC BY;de;;2025-05-21T12:45:41+02:00;2025-05-21T12:45:41+02:00;2025-06-29T01:01:52+02:00;Statistisches Amt;https://statistik.bs.ch/unterthema/25;;2022-12-22;2022-12-22;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;1875-04-19/2025-05-18;;;;;1875-04-18T23:59:00+00:30;2025-05-18T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;649;212882;1;11835;3544;0;0;7.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100229
100319;False;Gesundheitsversorgung (GSV): Pflegeheimbewohnende;Wichtige Kennzahlen zu den Pflegeheimbewohnenden im Kanton Basel-Stadt. Dieser Datensatz fliesst zum Teil in Form eines Dashboard in den online Bericht des Bereiches Gesundheitsversorgung (GSV) des Gesundheitsdepartement Basel-Stadt. Die Kennzahlen werden per Stichtag Anfangs Jahr erhoben.;Gesundheit;;CC BY;de;;2025-02-26T16:45:44+01:00;2025-04-28T09:47:31+02:00;2025-06-29T01:01:58+02:00;Statistisches Amt;https://www.bs.ch/gd/bereich-gesundheitsversorgung/;;2023-10-20;2023-12-15;Statistisches Amt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/ANNUAL;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss,gsv-dashboard;13;1266;0;17649;2884;0;0;7.2;domain;True;;;;;;https://data.bs.ch/explore/dataset/100319
100352;False;Kantonsblatt;"<p>Das Kantonsblatt ist das offizielle Publikationsorgan des Kantons Basel-Stadt. Darin werden Meldungen (Gesetze, Verordnungen, Staatsverträge usw.) des Grossen Rats, des Regierungsrats und der Verwaltung veröffentlicht. Im vorliegenden Datensatz sind die aktuellen über das offizielle API des Kantonsblatts beziehbaren Meldungen in Tabellenform enthalten. </p><p>Bitte beachten Sie auch die Datenschutzerklärung des Kantonsblattes und die Hinweise zur Rechtsgültigkeit der Meldungen unter <a href=""https://kantonsblatt.ch/tenant-kabbs#!/search/info/privacy-policy"" target=""_blank"">https://kantonsblatt.ch/tenant-kabbs#!/search/info/privacy-policy</a>. </p>";Verwaltung,Gesetzgebung,Bau- und Wohnungswesen,Kultur, Medien, Informationsgesellschaft, Sport;Publikation,Veröffentlichung,Baupublikationen,Reglemente,Handänderung,Anordnung,Verfügung,Beschlüsse,Erlasse,Konkurse,Grundbuch,Bewilligungen,Nutzungsgesuche,Kantonale Bekanntmachungen,Gerichtliche Entscheide,Vorladungen,Handelsregister,Amtsblatt,Zahlungsbefehl;CC BY 3.0 CH;de;Europe/Zurich;2025-06-29T02:34:29+02:00;2025-06-29T02:34:29+02:00;2025-06-29T02:34:29+02:00;Staatskanzlei;https://www.kantonsblatt.ch;;2024-02-29;2024-05-31;Staatskanzlei des Kantons Basel-Stadt;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;2019-01-03/2030-06-27;;;;;2019-01-03T00:00:00+01:00;2030-06-27T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Präsidialdepartement;;opendata.swiss;79659;66021150;0;17375;4037;0;0;7.7;domain;True;;;;;;https://data.bs.ch/explore/dataset/100352
100086;False;Grosser Rat: Politische Vorstösse;"<p>Dieser Datensatz ermöglichte einen thematischen Überblick über die politischen Vorstösse des Grossen Rats des Kantons Basel-Stadt. Es sind darin Geschäfte zwischen Januar 2019 und März 2024 enthalten, welche überwiesen und manuell mit Thema kategorisiert worden sind. Die Zuteilung zu Themen erfolgte durch die Kantons- und Stadtentwicklung. Eine Datenvisualisierung war unter <a href=""https://politmonitor.bs.ch"" target=""_blank"">politmonitor.bs.ch</a> auffindbar.</p><p>Wichtig: Seit März 2024 wird dieser Datensatz nicht mehr aktualisiert, und die Visualisierung ist nicht mehr einsehbar. Wir arbeiten daran, die politischen Vorstösse neu mittels KI zu kategorisieren, und die Visualisierung wieder zu publizieren, und hoffen, dies im Verlauf des Jahres 2025 abschliessen zu können. </p><p>Siehe auch Datensatz ""Grosser Rat: Geschäfte"":  (<a href=""https://data.bs.ch/explore/dataset/100311"" target=""_blank"">https://data.bs.ch/explore/dataset/100311</a>)</p>";Politik,Gesetzgebung;Parlament,Legislative,Geschäft,Grossrat,Politiker,Partei,Grossrätin;CC BY 3.0 CH;de;;2025-06-29T04:00:19+02:00;2025-06-29T04:00:19+02:00;2025-06-29T04:00:19+02:00;Parlamentsdienst des Grossen Rates;https://grosserrat.bs.ch;"Parlamentsdienst des Grossen Rats;Kantons- und Stadtentwicklung";2020-06-29;2020-06-29;Parlamentsdienst des Grossen Rates;Kantons- und Stadtentwicklung;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;2019-01-09/2024-03-06;;;;;2019-01-09T00:00:00+01:00;2024-03-06T00:00:00+01:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Grosser Rat;;opendata.swiss;2437;691905;1;35239;23886;0;0;15.4;domain;True;scheduled;;;;;https://data.bs.ch/explore/dataset/100086
100428;False;Geteilte Mikromobilität nach Bezirk, Wochentagesabschnitt und Monat;"<p>Der Datensatz zeigt die Verteilung von Fahrzeugen der Mikromobilitätsanbieter in Basel-Stadt, gegliedert nach Bezirk, Tagesabschnitten von drei Stunden jedes Wochentags und Monats. </p>

<p>Die Daten berücksichtigen Merkmale wie Fahrzeugtyp, Bauweise, Antriebsart und Reichweite des Fahrzeugs bei vollem Akku.</p>

<p>Die Berechnung des Datensatzes basiert auf den Daten zur aktuellen Verfügbarkeit 
<a href=""https://data.bs.ch/explore/dataset/100415/"" target=""_blank"">https://data.bs.ch/explore/dataset/100415/</a>, 
die alle 10 Minuten aktualisiert werden. </p><p>Für die Bezirke wird folgender Datensatz verwendet:  <a href=""https://data.bs.ch/explore/dataset/100039/"" target=""_blank"">https://data.bs.ch/explore/dataset/100039/</a></p>

<p>Eine Übersicht der Datensätze zur geteilten Mikromobilität findet man unter folgendem Link: <a href=""https://data.bs.ch/explore/?refine.tags=mikromobilitaet"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=mikromobilitaet</a> </p>";Mobilität und Verkehr,Raum und Umwelt;Trottinett,Scooter,Velo,Sharing,Shared,E-Mobility,Mobility,Veloverleih,Verkehr;CC BY 4.0 + OpenStreetMap;de;Europe/Zurich;2025-06-01T06:29:18+02:00;2025-06-01T06:29:18+02:00;2025-06-29T06:03:35+02:00;Amt für Mobilität;;Geodaten Kanton Basel-Stadt;2025-01-31;2025-05-12;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;2025-02-01/2025-05-31;;;;;2025-02-01T00:00:00+01:00;2025-05-31T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;;opendata.swiss,mikromobilitaet;123049;2112312639;0;966;739;0;0;2.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100428
100305;False;Tigermückenbekämpfung: Bekämpfungszone;Das Monitoring der Tigermücken basiert auf 3 Standpfeilern: a) Aktives Monitoring mittels Fallennetzwerk und regelmässigen Kontrollen der Fallen b) Passives Monitoring aufgrund von Meldungen aus der Bevölkerung c) Nachuntersuchungen bei Bedarf;Raum und Umwelt;Umweltschutz,Krankheit,Prävention;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:05:18+02:00;2025-06-29T07:05:18+02:00;2025-06-29T07:05:18+02:00;Kantonales Laboratorium;"www.geo.bs.ch/tigermuecken; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/8d20b5ca-cb0f-47a8-a909-35446745177f";Geodaten Kanton Basel-Stadt;2021-07-22;2023-08-04;Bereich Gesundheitsschutz;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/CONT;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Gesundheitsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/TI_Tigermueckenbekaempfung_KGDM_V2_0.pdf;opendata.swiss;1;79400;0;5172;7127;0;0;6.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100305
100249;False;Strassen und Wege: Kantonsstrassen Riehen und Bettingen;"Dieser Datensatz ist Teil des kantonalen Geodatenmodells des Kantons Basel-Stadt ""Strassen und Wege"" und stellt die Kantonsstrassen Riehen und Bettingen dar. <br>Weitere Daten zu ""Strassen und Wege"":<a href=""https://data.bs.ch/explore/?refine.tags=Strassen+und+Wege"">https://data.bs.ch/explore/?refine.tags=Strassen+und+Wege</a><br>
Die Kantonsstrassen Riehen und Bettingen zeigen die Kantonsstrassen in Riehen und Bettingen.";Geographie,Mobilität und Verkehr;Weg,Mobilität,Strassennetz,Strasse,Wegnetz;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:04:55+02:00;2025-06-29T07:04:55+02:00;2025-06-29T07:04:55+02:00;Amt für Mobilität;"www.geo.bs.ch/strassenwege; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/1854ab2e-7a1d-4a93-bc67-95add757f283";Geodaten Kanton Basel-Stadt;2019-05-07;2022-12-23;Amt für Mobilität;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Bau- und Verkehrsdepartement;https://models.geo.bs.ch/Modellbeschreibungen/MN_Mobilitaetsnetz_KGDM_V1_0.pdf;opendata.swiss,Strassen und Wege;13;33694;0;9108;8007;0;0;7.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100249
100164;False;Wasserstand Grundwasser;"<p>Der Datensatz enthält die Grundwasserstände in m ü. M. des kantonalen Grundwassermessnetzes. Es weist zur Zeit um die 80 Messstationen auf. Bei den Stationen, die mit einer Datenfernübertragung ausgerüstet sind, liegen tagesaktuelle Stundenwerte vor.</p><p>Jede Messstation ist mit der Katasternummer gemäss Bohrkataster des Kantons Basel-Stadt versehen (<a href=""https://data.bs.ch/explore/dataset/100182/"" target=""_blank"">https://data.bs.ch/explore/dataset/100182/</a>). Die Bohrungen sind auch auf MapBS unter dem Thema Geologie abrufbar (<a href=""http://www.geo.bs.ch/bohrkataster"" target=""_blank"">www.geo.bs.ch/bohrkataster</a>).</p><p>Weitere Informationen: <a href=""https://www.bs.ch/wsu/aue/abteilung-gewaesser-und-boden#grundwasser"" target=""_blank"">https://www.bs.ch/wsu/aue/abteilung-gewaesser-und-boden#grundwasser</a></p><div><br></div>";Raum und Umwelt;Pegel,Wasserstand,Wasser,Trinkwasser;CC BY 3.0 CH;de;Europe/Zurich;2025-06-29T07:25:36+02:00;2025-06-29T07:25:36+02:00;2025-06-29T07:25:36+02:00;Amt für Umwelt und Energie;https://www.bs.ch/wsu/aue;https://www.aue.bs.ch;2022-07-11;2022-07-11;Amt für Umwelt und Energie;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/DAILY;;1976-03-29/2025-06-27;;;;;1976-03-29T00:00:00+01:00;2025-06-27T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;opendata.swiss,airflow--aue_grundwasser;16303081;6253977047;0;565191;11065;0;0;29.9;domain;True;;;;;;https://data.bs.ch/explore/dataset/100164
100383;False;Solarkataster: Dachkanten;"Die Klasse Dachkante ist ein wesentlicher Bestandteil des Geodatenmodells (KGDM) «Solarkataster» und beschreibt die Dachkanten der Gebäude, die in der Klasse Solarpotenzial erfasst sind. 
<br> Sämtliche Datensätze zu dem Produkt ""Solarkataster"": <a href=""https://data.bs.ch/explore/?refine.tags=solarkataster"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=solarkataster</a>
<br>Diese Dachkanten repräsentieren die Übergangsbereiche zwischen den Dachflächen und den Gebäudefassaden und dienen als visuelle Referenz zur Unterstützung der Analyse und Bewertung des Solarpotenzials.
<br>Die Klasse Dachkante ist besonders nützlich für Fachleute, die sich mit der Planung und Bewertung von Solaranlagen beschäftigen. Sie dient als Grundlage für detaillierte Analysen und Entscheidungsprozesse in der solartechnischen Nutzung von Gebäuden.";Energie;Solarenergie,Solarkollektor;CC BY 4.0 + OpenStreetMap;de;;2025-06-29T07:11:49+02:00;2025-06-29T07:11:49+02:00;2025-06-29T07:11:49+02:00;Amt für Umwelt und Energie;"www.geo.bs.ch/solarkataster; https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/7897d029-24a8-44ec-b9bd-1a9218ada788";Geodaten Kanton Basel-Stadt;2012-03-06;2024-08-15;Amt für Umwelt und Energie;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/IRREG;;;;;;;;;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;https://models.geo.bs.ch/Modellbeschreibungen/SX_Solarkataster_KGDM_V1_0.pdf;opendata.swiss,Solarkataster;453460;87967082;0;3390;4834;0;0;5.6;domain;True;;;;;;https://data.bs.ch/explore/dataset/100383
100172;False;Smarte Strasse: Fahrzeugdurchfahrten;"<p>Der Datensatz zeigt alle Durchfahrten von Fahrzeugen mit der dazugehörigen Zeitangabe.</p><p class="""" style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</span></p><ul><li>Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Genaue Standorte aller Sensoren (inkl. dem Schallsensor, der die Fahrzeugdurchfahrten zählt): <a href=""https://data.bs.ch/explore/dataset/100114/"" target=""_blank"">https://data.bs.ch/explore/dataset/100114/</a> </li><li>Weitere Datensätze aus dem Projekt «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul><p><b>Hinweis: Die Sensoren an der Gundeldingerstrasse wurden am 29.6.23 abmontiert. Es werden keine Daten mehr erhoben.</b><br></p><p>Änderungsprotokoll: <br>29.06.2023 - Aktualisierungsintervall von ""CONT"" auf ""NEVER"" geändert.<br></p>";Mobilität und Verkehr;Smarte Strasse,Auto,Verkehr,Verkehrszählung,Stau;CC BY 3.0 CH;de;Europe/Zurich;2024-02-29T15:22:14+01:00;2024-02-29T15:22:14+01:00;2025-06-29T21:00:38+02:00;Amt für Umwelt und Energie;;Amt für Umwelt und Energie;2022-01-18;2022-02-07;Amt für Umwelt und Energie;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2023-02-20/2023-06-27;;;;;2023-02-20T00:00:00+01:00;2023-06-27T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;smarte strasse,opendata.swiss,airflow—smarte_strasse_schall;587596;43290410;1;242031;4507;0;0;20.5;domain;True;;;;;;https://data.bs.ch/explore/dataset/100172
100093;False;Smarte Strasse: Luftqualität;"<p>Das <a href=""https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/lufthygiene"" target=""_blank"">Lufthygieneamt beider Basel</a> (LHA) testet im Projekt «Smarte Strasse» kosteneffiziente Mikrosensoren auf ihre Genauigkeit und Zuverlässigkeit. Der installierte Sensor vom Typ «Nubo» der Firma Sensirion AG ist in der Lage, die Konzentration verschiedener Schadstoffe in der Luft in Echtzeit zu ermitteln. Gemessen werden die Gehalte der Gase Stickstoffdioxid (NO2) und Ozon (O3), sowie die feinere Fraktion des Feinstaubs «PM2.5». Die Belastungen mit Stickstoffdioxid und Feinstaub werden hauptsächlich durch den motorisierten Verkehr und durch Heizungen verursacht. Ozon wird in der Atmosphäre aus den Vorläuferschadstoffen Stickstoffdioxid und flüchtigen organischen Stoffen (VOC) unter Sonneneinwirkung gebildet. Parallel wurden drei «Nubo»- Sensoren an den permanenten Messstationen des LHA am St. Johanns-Platz, an der Feldbergastrasse und auf der Autobahn A2 in der Hard installiert und gegen die Referenzmessgeräte des LHA verglichen. Diese Werte stehen ebenfalls auf OGD zur Verfügung: <a href=""https://data.bs.ch/explore/dataset/100178/"" target=""_blank"">https://data.bs.ch/explore/dataset/100178/</a><br>Weitere Informationen zur Luftqualität in der Region Basel sind auf <a href=""https://www.luftqualitaet.ch"" target=""_blank"">www.luftqualitaet.ch</a>
 verfügbar. Hintergrundinformationen zu Ozon und Feinstaub auf den Webseiten <a href=""https://ozon-info.ch/"" target=""_blank"">www.ozon-info.ch</a> und <a href=""https://feinstaub.ch/"" target=""_blank"">www.feinstaub.ch</a>. Angaben zu den gesundheitlichen Auswirkungen der Luftverschmutzung auf der Webseite <a href=""https://www.swisstph.ch/de/projects/ludok/healtheffects/"" target=""_blank"">https://www.swisstph.ch/de/projects/ludok/healtheffects/</a>.</p><p>Die Maximalwerte (O3) und Mittelwerte (NO2, PM 2.5) des Vortages sind unter folgendem Datensatz zu finden: <a href=""https://data.bs.ch/explore/dataset/100174/"" target=""_blank"">https://data.bs.ch/explore/dataset/100174/</a> </p><p class="""" style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Weitere Informationen und Daten rund um das Projekt «Smarte Strasse» finden Sie unter den folgenden Links:</span></p><ul><li>Weitere Informationen zum Projekt «Smarte Strasse»: <a href=""https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen"" target=""_blank"">https://www.bs.ch/medienmitteilungen/pd/2022-pilotprojekt-smarte-strasse-neue-technologien-im-test-fuer-die-stadt-von-morgen</a> </li><li>Genaue Standorte aller Sensoren: <a href=""https://data.bs.ch/explore/dataset/100114/"" target=""_blank"">https://data.bs.ch/explore/dataset/100114/</a> </li><li>Weitere Datensätze rund um das Thema «Smarte Strasse»: <a href=""https://data.bs.ch/explore/?refine.tags=smarte+strasse"" target=""_blank"">https://data.bs.ch/explore/?refine.tags=smarte+strasse</a> </li></ul><p><b>Hinweis:<br>Die Luft-Sensoren an der Gundeldingerstrasse wurden am 29.6.23 abmontiert. Seit Anfang/Mitte Juni wurden keine Daten mehr erhoben.</b><br></p>";Raum und Umwelt;Smarte Strasse,Luftqualität,Feinstaub,PM2.5,O3,NO2;CC BY 3.0 CH;de;Europe/Zurich;2023-06-29T09:45:17+02:00;2023-06-29T09:45:17+02:00;2025-06-29T21:01:05+02:00;Lufthygieneamt beider Basel;;Lufthygieneamt beider Basel;2022-01-11;2022-02-07;Lufthygieneamt beider Basel;;Open Data Basel-Stadt;opendata@bs.ch;http://publications.europa.eu/resource/authority/frequency/NEVER;;2022-01-24/2023-06-29;;;;;2022-01-24T00:00:00+01:00;2023-06-29T00:00:00+02:00;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;;Departement für Wirtschaft, Soziales und Umwelt;;smarte strasse,opendata.swiss,airflow—smarte_strasse_luft;20303;2430229;2;60420;3920;0;0;13.3;domain;True;;;;;;https://data.bs.ch/explore/dataset/100093
